withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,difflevel,condition,task,manip,sub,age,gender,handedness,
16,1,training,31,49,1.0175283999997191,['n'],1,right,['8'],3,2.303251799999998,[-0.50364059],100.0,49,hard,control,shape,alpha,6,19,V,R,
17,1,training,49,31,2.0010668000004443,['c'],1,left,['3'],4,1.2421778999996604,[0.2475246],98.0,49,hard,control,shape,alpha,6,19,V,R,
18,1,training,18,62,2.0508178000000044,['n'],1,right,['8'],3,6.462135400000079,[-1.57793536],100.0,62,easy,control,shape,alpha,6,19,V,R,
19,1,training,18,62,1.0673536000003878,['n'],1,right,['3'],4,1.4784751999995933,[-0.26574916],98.0,62,easy,control,shape,alpha,6,19,V,R,
20,1,training,31,49,0.700021800000286,['n'],1,right,['3'],4,0.27856400000018766,[-0.05654747],87.0,49,hard,control,shape,alpha,6,19,V,R,
21,1,training,57,23,0.9838020000006509,['c'],1,left,['1'],6,0.15531610000016371,[0.09631136],99.0,57,medium,control,shape,alpha,6,19,V,R,
22,1,training,23,57,2.9663682000000335,['n'],1,right,['2'],5,0.4222073000000819,[-0.05636533],83.0,57,medium,control,shape,alpha,6,19,V,R,
23,1,training,62,18,0.9331514000004972,['c'],1,left,['1'],6,0.23097390000020823,[0.11658295],99.0,62,easy,control,shape,alpha,6,19,V,R,
24,1,training,18,62,0.9835517999999865,['n'],1,right,['3'],4,0.7498933000006218,[-0.10663282],90.0,62,easy,control,shape,alpha,6,19,V,R,
25,1,training,57,23,1.9164872999999716,['n'],0,left,['8'],3,8.010211399999207,[1.05330492],0.0,57,medium,control,shape,alpha,6,19,V,R,
26,1,training,49,31,1.2830646000002162,['c'],1,left,['1'],6,0.300276699999813,[0.07786345],93.0,49,hard,control,shape,alpha,6,19,V,R,
27,1,training,57,23,1.3335923000004186,['c'],1,left,['1'],6,0.4663946999999098,[0.13130166],97.0,57,medium,control,shape,alpha,6,19,V,R,
28,1,training,49,31,1.8504969000005076,['c'],1,left,['2'],5,0.5098275999998805,[0.1457636],98.0,49,hard,control,shape,alpha,6,19,V,R,
29,1,training,49,31,0.6998364999999467,['c'],1,left,['1'],6,0.052782000000661355,[0.04500553],97.0,49,hard,control,shape,alpha,6,19,V,R,
30,1,training,62,18,0.6842070000002423,['c'],1,left,['1'],6,0.1271245000007184,[0.06917488],97.0,62,easy,control,shape,alpha,6,19,V,R,
31,1,training,31,49,0.6329123000004984,['c'],0,right,['1'],6,0.6000865000005433,[0.04858152],76.0,49,hard,control,shape,alpha,6,19,V,R,
32,1,training,23,57,0.9002753000004304,['n'],1,right,['3'],4,0.6757398999998259,[-0.22134375],99.0,57,medium,control,shape,alpha,6,19,V,R,
33,1,training,23,57,1.9493634000000384,['n'],1,right,['8'],3,2.594290699999874,[-0.40552037],99.0,57,medium,control,shape,alpha,6,19,V,R,
34,1,training,31,49,1.3841819999997824,['c'],0,right,['2'],5,1.754161999999269,[0.16249964],90.0,49,hard,control,shape,alpha,6,19,V,R,
35,1,training,23,57,1.3671235000001616,['n'],1,right,['1'],6,0.32504059999973833,[-0.10365402],96.0,57,medium,control,shape,alpha,6,19,V,R,
0,2,training,62,18,0.866718100000071,['c'],1,left,['2'],5,0.3472990000000209,[0.14659022],99.0,62,easy,control,shape,alpha,6,19,V,R,
1,2,training,31,49,1.483294499999829,['c'],0,right,['2'],5,0.297494800000095,[0.02280275],68.0,49,hard,control,shape,alpha,6,19,V,R,
2,2,training,62,18,0.7833245000001625,['c'],1,left,['2'],5,1.0780459000006886,[0.24013968],98.0,62,easy,control,shape,alpha,6,19,V,R,
3,2,training,62,18,0.9004716999997981,['c'],1,left,['2'],5,0.7187819000000673,[0.15778868],97.0,62,easy,control,shape,alpha,6,19,V,R,
4,2,training,57,23,0.8009953999999198,['c'],1,left,['2'],5,0.29670410000017,[0.05435043],86.0,57,medium,control,shape,alpha,6,19,V,R,
5,2,training,62,18,0.8838879000004454,['c'],1,left,['2'],5,0.961096400000315,[0.23368994],99.0,62,easy,control,shape,alpha,6,19,V,R,
6,2,training,18,62,2.36650279999958,['n'],1,right,['1'],6,0.0675269000003027,[-0.0330163],91.0,62,easy,control,shape,alpha,6,19,V,R,
7,2,training,57,23,0.6667046999991726,['c'],1,left,['1'],6,0.14198899999973946,[0.06902703],96.0,57,medium,control,shape,alpha,6,19,V,R,
8,2,training,57,23,1.517212599999766,['c'],1,left,['2'],5,0.7229959999995117,[0.13873208],95.0,57,medium,control,shape,alpha,6,19,V,R,
9,2,training,18,62,2.100121499999659,['n'],1,right,['9'],2,1.1455020999992485,[-0.48805902],100.0,62,easy,control,shape,alpha,6,19,V,R,
10,2,training,62,18,0.8006625000007261,['c'],1,left,['2'],5,0.5307974000006652,[0.1558536],98.0,62,easy,control,shape,alpha,6,19,V,R,
11,2,training,57,23,1.0666715999996086,['c'],1,left,['1'],6,0.4424080999997386,[0.11636108],96.0,57,medium,control,shape,alpha,6,19,V,R,
12,2,training,31,49,1.183965399999579,['c'],0,right,['1'],6,0.11274979999961943,[0.06828278],97.0,49,hard,control,shape,alpha,6,19,V,R,
13,2,training,18,62,1.2832960000005187,['n'],1,right,['2'],5,1.344200099999398,[-0.16795111],93.0,62,easy,control,shape,alpha,6,19,V,R,
14,2,training,18,62,1.1004100000000108,['n'],1,right,['9'],2,1.2215656999997009,[-0.17297521],94.0,62,easy,control,shape,alpha,6,19,V,R,
15,2,training,49,31,0.9833734999992885,['c'],1,left,['2'],5,0.5166856000005282,[0.03398181],70.0,49,hard,control,shape,alpha,6,19,V,R,
16,2,training,49,31,1.2834154000001945,['c'],1,left,['2'],5,0.2765968999992765,[0.08793246],95.0,49,hard,control,shape,alpha,6,19,V,R,
17,2,training,31,49,1.31694779999998,['n'],1,right,['3'],4,1.4363210000001345,[-0.09777405],81.0,49,hard,control,shape,alpha,6,19,V,R,
18,2,training,31,49,1.0660404999998718,['n'],1,right,['3'],4,0.28709859999980836,[-0.03113282],74.0,49,hard,control,shape,alpha,6,19,V,R,
19,2,training,49,31,0.999638700000105,['c'],1,left,['2'],5,0.2433553999999276,[0.07849673],95.0,49,hard,control,shape,alpha,6,19,V,R,
20,2,training,23,57,0.8509939999994458,['n'],1,right,['3'],4,0.3346046999995451,[-0.04902314],82.0,57,medium,control,shape,alpha,6,19,V,R,
21,2,training,49,31,1.0003514999998515,['n'],0,left,['2'],5,0.5289622000000236,[-0.00216215],51.0,49,hard,control,shape,alpha,6,19,V,R,
22,2,training,23,57,1.4505308999996487,['n'],1,right,['2'],5,0.28114149999964866,[-0.15049558],99.0,57,medium,control,shape,alpha,6,19,V,R,
23,2,training,18,62,0.9003755000003366,['n'],1,right,['2'],5,0.6097902000001341,[-0.23610671],100.0,62,easy,control,shape,alpha,6,19,V,R,
24,2,training,49,31,1.2339937999995527,['c'],1,left,['3'],4,1.1033390999991752,[0.02541554],61.0,49,hard,control,shape,alpha,6,19,V,R,
25,2,training,57,23,5.9329886999994415,['n'],0,left,['2'],5,0.589660499999809,[-0.05593527],79.0,57,medium,control,shape,alpha,6,19,V,R,
26,2,training,49,31,1.1335761000000275,['c'],1,left,['2'],5,0.7839862000000721,[-0.02131226],39.0,49,hard,control,shape,alpha,6,19,V,R,
27,2,training,62,18,0.7501694000002317,['c'],1,left,['1'],6,0.07377699999960896,[0.02948097],88.0,62,easy,control,shape,alpha,6,19,V,R,
28,2,training,31,49,1.266582200000812,['n'],1,right,['8'],3,1.1793059999999969,[-0.13059103],90.0,49,hard,control,shape,alpha,6,19,V,R,
29,2,training,23,57,1.2669098999995185,['n'],1,right,['8'],3,1.8085558000002493,[-0.15196203],88.0,57,medium,control,shape,alpha,6,19,V,R,
30,2,training,31,49,0.049602600000071106,['n'],1,right,['8'],3,5.559127999999873,[-0.51338559],98.0,49,hard,control,shape,alpha,6,19,V,R,
31,2,training,23,57,1.8500051000000894,['n'],1,right,['2'],5,0.22867690000020957,[0.01096154],40.0,57,medium,control,shape,alpha,6,19,V,R,
32,2,training,23,57,1.0667868000000453,['n'],1,right,['2'],5,0.7126423999998224,[-0.16430136],97.0,57,medium,control,shape,alpha,6,19,V,R,
33,2,training,23,57,0.8510949000001347,['n'],1,right,['2'],5,0.20986699999957636,[-0.0373149],81.0,57,medium,control,shape,alpha,6,19,V,R,
34,2,training,18,62,0.7829609999998866,['n'],1,right,['1'],6,0.1450156999999308,[-0.13469927],100.0,62,easy,control,shape,alpha,6,19,V,R,
35,2,training,57,23,1.1830150999994657,['c'],1,left,['1'],6,0.083954900000208,[0.09397933],100.0,57,medium,control,shape,alpha,6,19,V,R,
0,3,main,18,62,0.9165579999998954,['n'],1,right,['2'],5,0.3235655000007682,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
1,3,main,31,49,0.7000288000008368,['n'],1,right,['2'],5,0.2038049000002502,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
2,3,main,23,57,1.5832850999995571,['n'],1,right,['1'],6,0.27669929999956366,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
3,3,main,57,23,1.1171135000004142,['c'],1,left,['1'],6,0.18953080000028422,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
4,3,main,23,57,1.400604899999962,['c'],0,right,['0'],1,0.8623496999998679,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
5,3,main,31,49,0.8337105999999039,['n'],1,right,['3'],4,1.6743684000002759,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
6,3,main,23,57,1.2662180999996053,['c'],0,right,['2'],5,0.5975797000000966,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
7,3,main,23,57,1.549869999999828,['n'],1,right,['3'],4,0.5919075000001612,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
8,3,main,62,18,1.8334926999996242,['c'],1,left,['1'],6,0.28751370000009047,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
9,3,main,57,23,1.1666383000001588,['c'],1,left,['1'],6,0.13414539999939734,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
10,3,main,18,62,0.883645300000353,['n'],1,right,['1'],6,0.3496025999993435,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
11,3,main,31,49,2.084007099999326,['n'],1,right,['8'],3,2.2842568000005485,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
12,3,main,57,23,1.2172262000003684,['c'],1,left,['3'],4,0.3689018999994005,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
13,3,main,62,18,1.600243799999589,['c'],1,left,['1'],6,0.29080659999999625,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
14,3,main,49,31,0.8500168000000485,['c'],1,left,['1'],6,0.26170209999963845,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
15,3,main,23,57,1.2167607000001226,['c'],0,right,['1'],6,0.4426705000005313,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
16,3,main,31,49,1.4667898999996396,['c'],0,right,['2'],5,2.174505799999679,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
17,3,main,18,62,2.6327338999999483,['n'],1,right,['2'],5,0.5435800999994171,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
18,3,main,23,57,1.3340547000007064,['n'],1,right,['2'],5,0.40479119999963586,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
19,3,main,49,31,0.7341775000004418,['c'],1,left,['1'],6,0.12014920000001439,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
20,3,main,57,23,0.98320909999984,['n'],0,left,['2'],5,0.779879599999731,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
21,3,main,49,31,1.1333784999997079,['n'],0,left,['3'],4,0.6719721999998001,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
22,3,main,49,31,1.100424500000372,['c'],1,left,['3'],4,0.9375142999997479,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
23,3,main,18,62,1.983280499999637,['n'],1,right,['3'],4,0.7893528000004153,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
24,3,main,18,62,0.9007995000001756,['c'],0,right,['2'],5,0.514144199999464,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
25,3,main,31,49,0.9000564999996641,['n'],1,right,['9'],2,0.7291544999998223,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
26,3,main,62,18,2.816544399999657,['c'],1,left,['9'],2,2.028033999999934,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
27,3,main,62,18,0.9826677999999447,['c'],1,left,['2'],5,1.380053400000179,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
28,3,main,31,49,1.7332594999998037,['n'],1,right,['3'],4,0.903610899999876,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
29,3,main,49,31,1.9493218999996316,['n'],0,left,['3'],4,0.5980402000004688,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
30,3,main,57,23,1.0669978999994782,['c'],1,left,['1'],6,0.22731609999937064,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
31,3,main,62,18,0.617489299999761,['c'],1,left,['1'],6,0.2413753999999244,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
32,3,main,49,31,1.3004536999997072,['c'],1,left,['1'],6,0.22887100000025384,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
33,3,main,18,62,0.9168439000004582,['n'],1,right,['2'],5,0.37500050000016927,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
34,3,main,57,23,0.800285299999814,['n'],0,left,['2'],5,0.6481136000002152,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
35,3,main,62,18,1.600846499999534,['c'],1,left,['2'],5,0.47838299999966694,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
0,4,main,18,62,1.9831702000001314,['c'],0,right,['1'],6,1.0566560999996,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
1,4,main,49,31,1.2334131999996316,['c'],1,left,['2'],5,0.5336799999995492,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
2,4,main,57,23,0.9505346999994799,['c'],1,left,['2'],5,0.9546514999992723,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
3,4,main,23,57,0.8669124000007287,['n'],1,right,['8'],3,0.9782178000004933,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
4,4,main,49,31,0.7668280999996568,['c'],1,left,['2'],5,0.26852969999981724,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
5,4,main,31,49,0.8668445000002976,['n'],1,right,['2'],5,0.2873756000008143,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
6,4,main,23,57,0.6671097999997073,['n'],1,right,['2'],5,0.40945949999968434,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
7,4,main,49,31,0.9004080999993676,['c'],1,left,['0'],1,1.0940905999996176,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
8,4,main,62,18,1.1174506999996083,['c'],1,left,['2'],5,0.2380420999998023,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
9,4,main,62,18,1.2672783999996682,['c'],1,left,['2'],5,0.530330700000377,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
10,4,main,18,62,0.8170975000002727,['n'],1,right,['0'],1,1.5010753999995359,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
11,4,main,62,18,0.8170769999996992,['c'],1,left,['1'],6,0.17636539999966772,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
12,4,main,23,57,1.3835471000002144,['n'],1,right,['2'],5,0.2745476999998573,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
13,4,main,18,62,0.9339939999999842,['n'],1,right,['2'],5,0.22674579999966227,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
14,4,main,31,49,1.334163699999408,['c'],0,right,['3'],4,1.0133381999994526,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
15,4,main,18,62,1.3165302000006704,['c'],0,right,['1'],6,0.7920847000004869,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
16,4,main,18,62,1.3840770999995584,['n'],1,right,['9'],2,10.401700999999775,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
17,4,main,49,31,0.8686910999995234,['c'],1,left,['2'],5,0.6242768000001888,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
18,4,main,23,57,0.9671411999997872,['c'],0,right,['0'],1,0.705357499999991,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
19,4,main,49,31,5.215872700000546,['c'],1,left,['2'],5,0.37342850000004546,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
20,4,main,57,23,0.833656400000109,['c'],1,left,['2'],5,0.24573640000016894,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
21,4,main,31,49,0.7515309999998863,['c'],0,right,['2'],5,0.6061625000002095,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
22,4,main,62,18,1.6842936000002737,['c'],1,left,['1'],6,0.46679800000038085,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
23,4,main,57,23,1.0331321999992724,['c'],1,left,['1'],6,0.35940580000078626,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
24,4,main,31,49,3.566049199999725,['n'],1,right,['0'],1,1.5629740999993373,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
25,4,main,23,57,1.2839710999996896,['n'],1,right,['2'],5,0.39313229999970645,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
26,4,main,31,49,1.3670552000003227,['n'],1,right,['8'],3,1.0118006000002424,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
27,4,main,62,18,0.7672990000000937,['c'],1,left,['1'],6,0.10855220000030386,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
28,4,main,62,18,0.8669393000000127,['c'],1,left,['1'],6,0.1341904999999315,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
29,4,main,18,62,1.2169943999997486,['n'],1,right,['8'],3,0.2721488999995927,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
30,4,main,31,49,1.5834463000001051,['n'],1,right,['9'],2,0.5027249000004304,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
31,4,main,23,57,1.0833485000002838,['c'],0,right,['1'],6,0.15134719999969093,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
32,4,main,57,23,2.0848274999998466,['n'],0,left,['8'],3,0.8146684000003006,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
33,4,main,57,23,1.8672260999992432,['c'],1,left,['3'],4,1.0440697999993063,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
34,4,main,49,31,0.9507423999993989,['c'],1,left,['2'],5,0.7084463000001051,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
35,4,main,57,23,2.0007262999997693,['c'],1,left,['3'],4,0.5208208000003651,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
0,5,main,62,18,1.767189999999573,['c'],1,left,['2'],5,0.5468943000005311,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
1,5,main,57,23,1.9167474000005313,['c'],1,left,['3'],4,0.6245441000000937,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
2,5,main,18,62,1.7837422000002334,['n'],1,right,['9'],2,0.5130002000005334,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
3,5,main,23,57,0.9499498000004678,['n'],1,right,['8'],3,1.1106257000001278,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
4,5,main,18,62,1.4180630000000747,['c'],0,right,['0'],1,1.2501986000006582,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
5,5,main,18,62,1.2667883999993137,['n'],1,right,['1'],6,0.3181537999998909,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
6,5,main,57,23,2.134112699999605,['c'],1,left,['2'],5,1.6447089000002961,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
7,5,main,31,49,1.3672908999997162,['n'],1,right,['2'],5,0.5318265999994765,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
8,5,main,18,62,0.7341773999996803,['n'],1,right,['2'],5,0.4336597999999867,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
9,5,main,49,31,2.1662000999995144,['n'],0,left,['2'],5,2.4579304999997476,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
10,5,main,62,18,2.7007170000006226,['c'],1,left,['2'],5,0.7962741000001188,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
11,5,main,18,62,0.700742299999547,['n'],1,right,['1'],6,0.24064740000085294,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
12,5,main,49,31,1.483322400000361,['n'],0,left,['3'],4,0.5405763999997362,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
13,5,main,62,18,1.016227300000537,['n'],0,left,['0'],1,1.5828425999998217,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
14,5,main,23,57,0.9497563000004448,['n'],1,right,['2'],5,0.31424450000031356,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
15,5,main,57,23,1.0164083999998184,['c'],1,left,['2'],5,0.6926511000001483,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
16,5,main,49,31,1.0673688999995647,['c'],1,left,['2'],5,1.1507566999998744,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
17,5,main,57,23,4.633190399999876,['c'],1,left,['3'],4,0.7123603000000003,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
18,5,main,62,18,0.7678872999995292,['c'],1,left,['2'],5,0.333382700000584,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
19,5,main,49,31,3.633115700000417,['n'],0,left,['0'],1,0.8470674000000145,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
20,5,main,23,57,1.3163889999996172,['n'],1,right,['3'],4,0.904668700000002,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
21,5,main,57,23,0.9673539000004894,['n'],0,left,['2'],5,0.6224965999999768,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
22,5,main,57,23,1.2834539000004952,['c'],1,left,['2'],5,0.41890519999924436,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
23,5,main,49,31,1.0839671000003364,['c'],1,left,['3'],4,0.32696519999990414,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
24,5,main,31,49,0.783147099999951,['c'],0,right,['2'],5,0.6033085999997638,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
25,5,main,62,18,2.383965099999841,['n'],0,left,['2'],5,0.4203071000001728,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
26,5,main,31,49,1.133261500000117,['c'],0,right,['2'],5,0.5343699999993987,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
27,5,main,31,49,1.2840212999999494,['n'],1,right,['2'],5,0.6862347000005684,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
28,5,main,31,49,0.7836428000000524,['n'],1,right,['3'],4,0.899523400000362,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
29,5,main,23,57,0.8167189000005237,['c'],0,right,['2'],5,0.3193466000002445,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
30,5,main,49,31,0.8177124999992884,['n'],0,left,['2'],5,0.4983988000003592,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
31,5,main,23,57,1.0835661999999502,['n'],1,right,['3'],4,0.3391518999997061,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
32,5,main,62,18,0.8831579000006968,['c'],1,left,['3'],4,0.3226265000002968,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
33,5,main,31,49,1.3338310999997702,['n'],1,right,['2'],5,0.3529232000000775,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
34,5,main,18,62,2.0995913000006112,['n'],1,right,['2'],5,0.49536100000023,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
35,5,main,23,57,1.149034400000346,['n'],1,right,['1'],6,0.2699250000005122,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
0,6,main,62,18,1.000224899999921,['c'],1,left,['2'],5,0.6770218000001478,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
1,6,main,49,31,1.033192400000189,['c'],1,left,['0'],1,1.2175733000003675,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
2,6,main,57,23,0.8838927000006152,['c'],1,left,['1'],6,0.2537356999991971,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
3,6,main,57,23,1.1824448000006669,['c'],1,left,['1'],6,0.11683989999983169,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
4,6,main,62,18,1.1663142999996126,['c'],1,left,['1'],6,0.17756399999962014,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
5,6,main,57,23,2.0839623000001666,['n'],0,left,['9'],2,0.711588600000141,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
6,6,main,18,62,1.0172512999997707,['n'],1,right,['2'],5,0.19427530000029947,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
7,6,main,49,31,1.7163768000000346,['n'],0,left,['2'],5,0.5824044999999387,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
8,6,main,57,23,1.6841899000000922,['c'],1,left,['2'],5,0.14023249999991094,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
9,6,main,23,57,1.0494189999999435,['n'],1,right,['3'],4,0.33313079999970796,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
10,6,main,49,31,0.766719600000215,['c'],1,left,['2'],5,0.2092688000002454,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
11,6,main,31,49,0.8330309000002671,['c'],0,right,['2'],5,0.20013600000038423,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
12,6,main,18,62,0.9172716000002765,['c'],0,right,['2'],5,0.6036906999997882,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
13,6,main,57,23,0.8340337999998155,['c'],1,left,['8'],3,1.01054909999948,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
14,6,main,49,31,1.7336067000005642,['c'],1,left,['3'],4,0.3572873000002801,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
15,6,main,23,57,1.632986499999788,['n'],1,right,['3'],4,0.3582291000002442,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
16,6,main,62,18,1.1170124000000214,['c'],1,left,['2'],5,0.3319258000001355,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
17,6,main,49,31,1.016798600000584,['n'],0,left,['2'],5,1.4141804999999295,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
18,6,main,31,49,2.5833130000000892,['c'],0,right,['2'],5,0.21462739999969926,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
19,6,main,31,49,1.6336533000003328,['n'],1,right,['2'],5,0.39666380000016943,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
20,6,main,62,18,0.9331710999995266,['c'],1,left,['2'],5,0.7116542999992816,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
21,6,main,23,57,1.0831034000002546,['n'],1,right,['2'],5,0.30414160000054835,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
22,6,main,18,62,1.166963300000134,['n'],1,right,['2'],5,0.5176382999998168,-99,-99,62,easy,control,shape,alpha,6,19,V,R,
23,6,main,23,57,1.0999409000005471,['n'],1,right,['1'],6,0.40539910000006785,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
24,6,main,31,49,1.333827299999939,['n'],1,right,['3'],4,0.6242555999997421,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
25,6,main,49,31,7.0663411000005,['c'],1,left,['2'],5,0.3498404000001756,-99,-99,49,hard,control,shape,alpha,6,19,V,R,
26,6,main,23,57,2.716764499999954,['c'],0,right,['2'],5,0.9476674999996249,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
27,6,main,23,57,4.283126399999674,['n'],1,right,['2'],5,0.4189225999998598,-99,-99,57,medium,control,shape,alpha,6,19,V,R,
